Order ID,Order Date,Customer Name,Segment,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2017-120999,09/10/2017,Linda Cazamias,Corporate,Naperville,Illinois,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564
CA-2016-101343,7/17/2016,Ruben Ausman,Corporate,Los Angeles,California,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.894
CA-2017-139619,9/19/2017,Erin Smith,Corporate,Melbourne,Florida,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616
CA-2016-118255,03/11/2016,Odella Nelson,Corporate,Eagan,Minnesota,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0,19.7714
CA-2016-118255,03/11/2016,Odella Nelson,Corporate,Eagan,Minnesota,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0,8.2062
CA-2014-146703,10/20/2014,Patrick O'Donnell,Consumer,Westland,Michigan,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
CA-2016-169194,6/20/2016,Lena Hernandez,Consumer,Dover,Delaware,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,3,0,4.95
CA-2016-169194,6/20/2016,Lena Hernandez,Consumer,Dover,Delaware,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0,6.104
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0,17.9634
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Office Supplies,Labels,Avery 485,75.18,6,0,35.3346
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
CA-2015-115742,4/18/2015,Darren Powers,Consumer,New Albany,Indiana,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0,17.0981
CA-2016-105816,12/11/2016,Janet Molinari,Corporate,New York City,New York,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0,6.2566
CA-2016-105816,12/11/2016,Janet Molinari,Corporate,New York City,New York,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0,298.6855
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0,52.14
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,Office Supplies,Paper,Xerox 232,32.4,5,0,15.552
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0,6.9888
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2,0,3.3
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362
CA-2016-111682,6/17/2016,Ted Butterfield,Consumer,Troy,New York,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0,0.84
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0,6.1512
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 1943,146.73,3,0,68.9631
CA-2015-135545,11/24/2015,Kunst Miller,Consumer,Los Angeles,California,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0,22.3328
US-2015-164175,4/30/2015,Paul Stevenson,Home Office,Chicago,Illinois,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225
CA-2014-106376,12/05/2014,Brendan Sweed,Corporate,Gilbert,Arizona,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024
CA-2014-106376,12/05/2014,Brendan Sweed,Corporate,Gilbert,Arizona,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
CA-2016-119823,06/04/2016,Karen Daniels,Consumer,Springfield,Virginia,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.6636
CA-2016-106075,9/18/2016,Henry MacAllister,Consumer,New York City,New York,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731
CA-2017-114440,9/14/2017,Tracy Blumstein,Consumer,Jackson,Michigan,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0,8.763
US-2015-134026,4/26/2015,Joel Eaton,Consumer,Memphis,Tennessee,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912
US-2015-134026,4/26/2015,Joel Eaton,Consumer,Memphis,Tennessee,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
US-2015-134026,4/26/2015,Joel Eaton,Consumer,Memphis,Tennessee,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196
US-2017-118038,12/09/2017,Ken Brennan,Corporate,Houston,Texas,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344
US-2017-118038,12/09/2017,Ken Brennan,Corporate,Houston,Texas,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
US-2017-118038,12/09/2017,Ken Brennan,Corporate,Houston,Texas,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724
US-2014-147606,11/26/2014,Joel Eaton,Consumer,Houston,Texas,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
CA-2016-127208,06/12/2016,Stewart Carmichael,Corporate,Decatur,Alabama,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2032
CA-2016-127208,06/12/2016,Stewart Carmichael,Corporate,Decatur,Alabama,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.0352
CA-2014-139451,10/12/2014,Duane Noonan,Consumer,San Francisco,California,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.172
CA-2014-139451,10/12/2014,Duane Noonan,Consumer,San Francisco,California,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031
CA-2015-149734,09/03/2015,Julie Creighton,Corporate,Durham,North Carolina,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
US-2017-119662,11/13/2017,Christopher Schild,Home Office,Chicago,Illinois,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549
CA-2017-140088,5/28/2017,Patrick O'Donnell,Consumer,Columbia,South Carolina,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
CA-2017-155558,10/26/2017,Paul Gonzalez,Consumer,Rochester,Minnesota,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0,6.7966
CA-2017-155558,10/26/2017,Paul Gonzalez,Consumer,Rochester,Minnesota,Office Supplies,Labels,Avery 511,6.16,2,0,2.9568
CA-2016-159695,04/05/2016,Gary Mitchum,Home Office,Houston,Texas,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572
CA-2016-109806,9/17/2016,Jim Sink,Corporate,Los Angeles,California,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0,6.633
CA-2016-109806,9/17/2016,Jim Sink,Corporate,Los Angeles,California,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782
CA-2016-109806,9/17/2016,Jim Sink,Corporate,Los Angeles,California,Office Supplies,Paper,Xerox 1995,6.48,1,0,3.1104
CA-2015-149587,1/31/2015,Karl Braun,Consumer,Minneapolis,Minnesota,Office Supplies,Paper,Xerox 1999,12.96,2,0,6.2208
CA-2015-149587,1/31/2015,Karl Braun,Consumer,Minneapolis,Minnesota,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0,16.5354
CA-2015-149587,1/31/2015,Karl Braun,Consumer,Minneapolis,Minnesota,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0,16.1504
US-2017-109484,11/06/2017,Roger Barcio,Home Office,Portland,Oregon,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788
CA-2017-161018,11/09/2017,Parhena Norris,Home Office,New York City,New York,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426
CA-2017-157833,6/17/2017,Katherine Ducich,Consumer,San Francisco,California,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592
CA-2016-149223,09/06/2016,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.5852
CA-2016-158568,8/29/2016,Rick Bensley,Home Office,Chicago,Illinois,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184
CA-2016-158568,8/29/2016,Rick Bensley,Home Office,Chicago,Illinois,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973
CA-2016-158568,8/29/2016,Rick Bensley,Home Office,Chicago,Illinois,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396
CA-2016-129903,12/01/2016,Gary Zandusky,Consumer,Rochester,Minnesota,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.7208
US-2015-156867,11/13/2015,Lena Cacioppo,Consumer,Aurora,Colorado,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758
US-2015-156867,11/13/2015,Lena Cacioppo,Consumer,Aurora,Colorado,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
US-2015-156867,11/13/2015,Lena Cacioppo,Consumer,Aurora,Colorado,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174
CA-2017-119004,11/23/2017,Janet Martin,Consumer,Charlotte,North Carolina,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016
CA-2017-119004,11/23/2017,Janet Martin,Consumer,Charlotte,North Carolina,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994
CA-2017-119004,11/23/2017,Janet Martin,Consumer,Charlotte,North Carolina,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738
CA-2015-129476,10/15/2015,Pete Armstrong,Home Office,Orland Park,Illinois,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992
CA-2017-146780,12/25/2017,Cynthia Voltz,Corporate,New York City,New York,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,10.9096
CA-2016-128867,11/03/2016,Clay Ludtke,Consumer,Urbandale,Iowa,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788
CA-2016-128867,11/03/2016,Clay Ludtke,Consumer,Urbandale,Iowa,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.3476
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925
CA-2014-115259,8/25/2014,Ryan Crowe,Consumer,Columbus,Ohio,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
CA-2015-110457,03/02/2015,Dave Kipp,Consumer,Seattle,Washington,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813
US-2015-136476,04/05/2015,Greg Guthrie,Corporate,Bristol,Tennessee,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
CA-2016-103730,06/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456
CA-2016-103730,06/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.878
CA-2016-103730,06/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368
CA-2016-103730,06/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759
CA-2016-103730,06/12/2016,Steven Cartwright,Consumer,Wilmington,Delaware,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316
US-2014-152030,12/26/2014,Alan Dominguez,Home Office,Houston,Texas,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
US-2014-134614,9/20/2014,Philip Fox,Consumer,Bloomington,Illinois,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682
US-2017-107272,11/05/2017,Troy Staebel,Consumer,Phoenix,Arizona,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
US-2017-107272,11/05/2017,Troy Staebel,Consumer,Phoenix,Arizona,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
US-2016-125969,11/06/2016,Lindsay Shagiari,Home Office,Los Angeles,California,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
US-2016-125969,11/06/2016,Lindsay Shagiari,Home Office,Los Angeles,California,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.2416
US-2017-164147,02/02/2017,Dorothy Wardle,Corporate,Columbus,Ohio,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994
US-2017-164147,02/02/2017,Dorothy Wardle,Corporate,Columbus,Ohio,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364
US-2017-164147,02/02/2017,Dorothy Wardle,Corporate,Columbus,Ohio,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,Office Supplies,Paper,Xerox 195,20.04,3,0,9.6192
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.6568
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0,1.9698
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,0.2,26.6616
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0,18.4464
CA-2016-145583,10/13/2016,Lena Creighton,Consumer,Roseville,California,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.6976
CA-2016-110366,09/05/2016,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
CA-2017-106180,9/18/2017,Sally Hughsby,Corporate,San Francisco,California,Office Supplies,Art,Newell 343,8.82,3,0,2.3814
CA-2017-106180,9/18/2017,Sally Hughsby,Corporate,San Francisco,California,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0,5.1042
CA-2017-106180,9/18/2017,Sally Hughsby,Corporate,San Francisco,California,Office Supplies,Paper,Xerox 1911,143.7,3,0,68.976
CA-2017-155376,12/22/2017,Sandra Glassco,Consumer,Independence,Missouri,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0,218.2518
CA-2015-110744,09/07/2015,Helen Andreada,Consumer,Pasadena,California,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.1579
CA-2014-110072,10/22/2014,Maureen Gastineau,Home Office,Newark,Ohio,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
CA-2016-114489,12/05/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8015
CA-2016-114489,12/05/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988
CA-2016-114489,12/05/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.552
CA-2016-114489,12/05/2016,Justin Ellison,Corporate,Franklin,Wisconsin,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.6285
CA-2016-158834,3/13/2016,Tamara Willingham,Home Office,Scottsdale,Arizona,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766
CA-2016-158834,3/13/2016,Tamara Willingham,Home Office,Scottsdale,Arizona,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388
CA-2015-124919,5/31/2015,Stephanie Phelps,Corporate,San Jose,California,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0,26.271
CA-2015-124919,5/31/2015,Stephanie Phelps,Corporate,San Jose,California,Office Supplies,Paper,Xerox 1883,105.52,4,0,48.5392
CA-2015-124919,5/31/2015,Stephanie Phelps,Corporate,San Jose,California,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
CA-2015-118948,5/28/2015,Neil Knudson,Home Office,Seattle,Washington,Office Supplies,Art,Newell 311,6.63,3,0,1.7901
CA-2014-104269,03/01/2014,Dave Brooks,Consumer,Seattle,Washington,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764
CA-2016-114104,11/20/2016,Nora Paige,Consumer,Edmond,Oklahoma,Office Supplies,Labels,Avery 519,14.62,2,0,6.8714
CA-2016-114104,11/20/2016,Nora Paige,Consumer,Edmond,Oklahoma,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0,236.2325
CA-2016-162733,05/11/2016,Ted Trevino,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 1920,5.98,1,0,2.691
